82691,1103.441,436.4676805,243.4935329,1.792522681,0.829926334,83931,324.4771967,0.721020874,0.985225959,0.85343387,0.74341632,0.005278297,0.000994494,0.552667825,0.990669611,4
208936,1752.441,663.4179617,405.3769925,1.63654567,0.791597299,211979,515.7766741,0.791703138,0.985644804,0.854941363,0.777453587,0.003175221,0.000715569,0.60443408,0.989183976,3
73393,1088.136,389.2834068,241.2232099,1.613789183,0.784870658,75049,305.6908077,0.68918792,0.977934416,0.778929491,0.785265445,0.005304094,0.001244105,0.616641819,0.995129897,2
50232,884.495,364.2169784,176.8839824,2.059072695,0.874150288,50868,252.8979415,0.605796018,0.987497051,0.806862571,0.69436066,0.007250696,0.001039681,0.482136726,0.992754568,5
27427,625.835,229.8161608,152.5370446,1.506625236,0.747967755,27869,186.8719909,0.797296512,0.984140084,0.879971234,0.813136858,0.008379194,0.002259626,0.66119155,0.996167875,7
45928,858.374,353.5691897,167.984051,2.104778327,0.879926726,46692,241.8208961,0.801745658,0.983637454,0.783311115,0.683942219,0.007698336,0.001039093,0.467776959,0.984566805,5
64510,989.333,348.6611269,236.351649,1.475179582,0.735169278,65406,286.5949808,0.785940546,0.986300951,0.828231826,0.821987193,0.005404761,0.001522006,0.675662945,0.99672418,2
35139,733.998,292.6114961,154.7210779,1.891219348,0.84877176,35769,211.519182,0.641409901,0.982386983,0.819614266,0.722866958,0.008327257,0.00140254,0.522536639,0.988231401,5
33938,689.146,256.4788425,168.7756585,1.51964356,0.752975065,34328,207.873047,0.772723133,0.988639012,0.897994403,0.810488089,0.007557276,0.002011554,0.656890943,0.998240091,7
48233,879.325,359.1963177,171.883678,2.089763972,0.878075051,48857,247.8147755,0.767625808,0.987228033,0.783890313,0.689914577,0.007447107,0.001040755,0.475982123,0.994690293,5
41346,741.288,236.4226349,222.8750234,1.060785687,0.333648694,41779,229.4414135,0.782120157,0.989635942,0.945517181,0.970471434,0.00571815,0.003128717,0.941814803,0.999063664,1
